_MSSubClass_1,_MSSubClass_2,_MSSubClass_3,_MSSubClass_4,_MSSubClass_5,_MSSubClass_-2,_MSZoning_1,_MSZoning_2,_MSZoning_3,_MSZoning_-2,_LotFrontage,_LotArea,_Street,_Alley,_LotShape,_LandContour_1,_LandContour_2,_LandContour_-2,_LandContour_IsFlat,_Utilities,_LotConfig_1,_LotConfig_2,_LotConfig_3,_LotConfig_4,_LotConfig_-2,_LandSlope,_Neighborhood_1,_Neighborhood_2,_Neighborhood_3,_Neighborhood_4,_Neighborhood_5,_Neighborhood_6,_Neighborhood_7,_Neighborhood_8,_Neighborhood_9,_Neighborhood_10,_Neighborhood_-2,_Condition_Artery,_Condition_Feedr,_Condition_Norm,_Condition_RRNn,_Condition_RRAn,_Condition_PosN,_Condition_PosA,_Condition_RRNe,_Condition_RRAe,_BldgType_1,_BldgType_2,_BldgType_3,_BldgType_-2,_HouseStyle_1,_HouseStyle_2,_HouseStyle_3,_HouseStyle_4,_HouseStyle_-2,_OverallQual,_OverallCond,_YearBuilt,_YearRemodAdd,_BuildingAge,_YearsFromRemod,_RoofStyle_1,_RoofStyle_2,_RoofStyle_3,_RoofStyle_-2,_RoofMatl_1,_RoofMatl_2,_RoofMatl_-2,_Exterior_AsbShng,_Exterior_AsphShn,_Exterior_BrkComm,_Exterior_BrkFace,_Exterior_CBlock,_Exterior_CemntBd,_Exterior_HdBoard,_Exterior_ImStucc,_Exterior_MetalSd,_Exterior_Plywood,_Exterior_Other,_Exterior_Stone,_Exterior_Stucco,_Exterior_VinylSd,_Exterior_WdSdng,_Exterior_WdShing,_MasVnrType_BrkCmn,_MasVnrType_BrkFace,_MasVnrType_CBlock,_MasVnrType_Stone,_MasVnrArea,_ExterQual,_ExterCond,_Foundation_1,_Foundation_2,_Foundation_3,_Foundation_4,_Foundation_-2,_BsmtQual,_BsmtCond,_BsmtExposure,_BsmtFinType1,_BsmtFinSF1,_BsmtFinType2,_BsmtFinSF2,_BsmtUnfSF,_TotalBsmtSF,_Heating_1,_Heating_2,_Heating_-2,_HeatingQC,_CentralAir,_Electrical,_1stFlrSF,_2ndFlrSF,_LowQualFinSF,_GrLivArea,_BsmtFullBath,_BsmtHalfBath,_FullBath,_HalfBath,_BedroomAbvGr,_KitchenAbvGr,_KitchenQual,_TotRmsAbvGrd,_Functional,_Fireplaces,_FireplaceQu,_GarageType_2Types,_GarageType_Attchd,_GarageType_Basment,_GarageType_BuiltIn,_GarageType_CarPort,_GarageType_Detchd,_GarageYrBlt,_GarageAge,_GarageFinish,_GarageCars,_GarageArea,_GarageQual,_GarageCond,_PavedDrive,_WoodDeckSF,_OpenPorchSF,_EnclosedPorch,_3SsnPorch,_ScreenPorch,_PoolArea,_PoolQC,_Fence,_MiscFeature_Elev,_MiscFeature_Gar2,_MiscFeature_Shed,_MiscFeature_TenC,_MiscVal,_MoSold,_QuarterSold,_YrSold,_SaleType_WD,_SaleType_CWD,_SaleType_VWD,_SaleType_New,_SaleType_COD,_SaleType_Con,_SaleType_ConLw,_SaleType_ConLI,_SaleType_ConLD,_SaleCondition_Normal,_SaleCondition_Abnorml,_SaleCondition_AdjLand,_SaleCondition_Alloca,_SaleCondition_Family,_SaleCondition_Partial,SalePrice
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7347347,0.525025,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7342342,0.7092092,0.5035035,0.32632634,0.491992,0.6701702,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8948949,0.3198198,0.45845845,0.0,1.0,0.0,0.0,0.0,0.27127126,0.5065065,0.35235235,0.6381381,0.8449523,0.45645645,0.0,0.35785785,0.7168357,1.0,0.0,0.0,0.017017016,1.0,1.0,0.6497081,0.0,0.0,0.33296132,0.0,0.0,0.22872873,0.8088088,0.5590591,0.4774775,0.2782783,0.4049049,1.0,0.6951952,0.6161161,0.0,1.0,0.0,0.0,0.0,0.0,0.4014014,0.5895896,0.26276276,0.5905906,0.6301301,0.5395395,0.5385385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8233233,0.7012012,0.32782784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,175500
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04854855,0.089984335,1.0,0.954955,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23223223,0.34134135,0.05005005,0.0,0.9534535,0.9479479,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3198198,0.45845845,0.0,0.0,1.0,0.0,0.0,0.27127126,0.5065065,0.35235235,0.17267267,0.0,0.45645645,0.0,0.6106106,0.09009009,1.0,0.0,0.0,0.017017016,0.0,1.0,0.02873676,0.7412412,0.0,0.4059059,0.0,0.0,0.22872873,0.0,0.9074074,0.4774775,0.2782783,0.6551552,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.009009009,0.991992,0.26276276,0.9349349,0.5945946,0.073573574,0.072072074,1.0,0.0,0.0,0.8863864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3143143,0.35235235,0.5445445,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,98000
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5334456,0.9943157,1.0,0.0,0.2002002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.030530531,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.056556556,0.7092092,0.25525525,0.506006,0.7457457,0.4934935,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3198198,0.45845845,0.0,1.0,0.0,0.0,0.0,0.7057057,0.5065065,1.0,0.5125125,0.9119119,0.45645645,0.0,0.27027026,0.7847815,1.0,0.0,0.0,1.0,1.0,1.0,0.8938066,0.0,0.0,0.6635387,0.7882883,0.0,0.22872873,0.0,0.16066065,0.4774775,0.7307307,0.4049049,0.057557557,0.9574575,0.8538539,0.0,1.0,0.0,0.0,0.0,0.0,0.15815815,0.8448448,1.0,0.5905906,0.6426426,0.5395395,0.5385385,1.0,0.8618619,0.9088195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11161161,0.0,0.5445445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,256000
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.091652125,0.10304849,1.0,0.954955,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9009009,0.8653654,0.1051051,0.547047,0.8953954,0.45545545,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3198198,0.9479479,1.0,0.0,0.0,0.0,0.0,0.27127126,0.5065065,0.35235235,0.17267267,0.0,0.45645645,0.0,0.5810811,0.073573574,1.0,0.0,0.0,0.017017016,1.0,1.0,0.18218218,0.8228228,0.0,0.6680943,0.0,0.0,0.22872873,0.0,0.5590591,0.4774775,0.7307307,0.6551552,1.0,0.6951952,0.8538539,0.0,0.0,0.0,0.0,0.0,1.0,0.036036037,0.9644645,0.26276276,0.18168168,0.086435474,0.5395395,0.5385385,1.0,0.7997998,0.7267267,0.0,0.0,0.0,0.0,0.0,0.9059059,0.0,0.0,0.0,0.0,0.0,0.47097096,0.35235235,0.5445445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,161000
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.38802075,0.1913979,1.0,0.0,0.2002002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23223223,0.04054054,0.22422422,0.0,0.7872873,0.9734735,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.74501795,0.3198198,0.45845845,0.0,1.0,0.0,0.0,0.0,0.27127126,0.5065065,0.35235235,0.34484485,0.38251758,0.45645645,0.0,0.5335335,0.15420283,1.0,0.0,0.0,0.18068068,1.0,1.0,0.37287286,0.5719973,0.0,0.2982307,0.7882883,0.0,0.22872873,0.0,0.5590591,0.4774775,0.7307307,0.17267267,1.0,0.6951952,0.6161161,0.0,0.0,0.0,0.0,0.0,1.0,0.12712713,0.8823824,0.26276276,0.18168168,0.26876876,0.5395395,0.5385385,1.0,0.0,0.0,0.98560655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6376376,0.7012012,0.7647648,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,110000
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6326326,0.29537123,1.0,0.0,0.2002002,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9009009,0.34134135,0.9934935,0.987988,0.0,0.042542543,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6916917,0.7972973,0.45845845,1.0,0.0,0.0,0.0,0.0,0.7057057,0.5065065,0.35235235,1.0,0.6107593,0.45645645,0.0,0.3103103,0.2922923,1.0,0.0,0.0,1.0,1.0,1.0,0.17867868,0.9405417,0.0,0.82398766,0.7882883,0.0,0.7147147,0.8088088,0.5590591,0.4774775,0.2782783,0.8318318,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9904905,0.0,1.0,0.5905906,0.6921922,0.5395395,0.5385385,1.0,0.0,0.9249249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7647648,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,263435
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3128128,0.21671672,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7342342,1.0,0.14864865,0.9269269,0.8558559,0.16316317,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7972973,0.9479479,1.0,0.0,0.0,0.0,0.0,0.7057057,1.0,0.35235235,0.6381381,0.47447446,0.9664665,0.92339516,0.0,0.066066064,1.0,0.0,0.0,1.0,1.0,1.0,0.018759128,0.6426426,0.0,0.25428376,0.7882883,0.0,0.22872873,0.0,0.5590591,0.4774775,0.7307307,0.4049049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3813814,0.6336336,0.6141141,0.5905906,0.7427427,0.5395395,0.5385385,1.0,0.8958959,0.0,0.0,0.0,0.0,0.0,0.0,0.9059059,0.0,0.0,0.0,0.0,0.0,0.1956957,0.35235235,0.7647648,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,155000
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3128128,0.32643357,1.0,0.0,0.2002002,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23223223,0.34134135,0.3958959,0.23223223,0.6186186,0.7767768,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3198198,0.45845845,0.0,1.0,0.0,0.0,0.0,0.27127126,0.5065065,0.35235235,0.4159159,0.6221221,0.9664665,0.938126,0.0,0.34634635,1.0,0.0,0.0,0.4099099,1.0,1.0,0.22622623,0.0,0.0,0.065565564,0.0,0.0,0.22872873,0.0,0.5590591,0.4774775,0.2782783,0.17267267,1.0,0.6951952,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2987988,0.7157157,0.26276276,0.18168168,0.2782783,0.5395395,0.5385385,1.0,0.0,0.0,0.9803373,0.0,0.0,0.0,0.0,0.8338338,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7647648,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62383
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6041041,0.7797798,1.0,0.0,0.2002002,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.030530531,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4964965,0.8653654,0.14064065,0.5245245,0.8603604,0.47447446,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3198198,0.45845845,0.0,1.0,0.0,0.0,0.0,0.27127126,0.5065065,0.35235235,0.34484485,0.45854348,0.45645645,0.0,0.4148397,0.15815815,1.0,0.0,0.0,0.017017016,1.0,0.05305305,0.20422456,0.8129484,0.0,0.6601602,0.0,0.0,0.22872873,0.8088088,0.5590591,0.4774775,0.2782783,0.4049049,1.0,0.6951952,0.8538539,0.0,0.0,0.0,0.0,0.0,1.0,0.075575575,0.9224224,0.26276276,0.18168168,0.1021021,0.5395395,0.5385385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7597598,0.7012012,0.5445445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,188700
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3128128,0.34612182,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.030530531,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23223223,0.34134135,0.5690691,0.3848849,0.45045045,0.6336336,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7202202,0.3198198,0.45845845,0.0,1.0,0.0,0.0,0.0,0.7057057,0.5065065,0.35235235,0.4159159,0.6666667,0.45645645,0.0,0.45445445,0.5455455,1.0,0.0,0.0,0.18068068,1.0,1.0,0.43993995,0.0,0.0,0.17617618,0.0,0.0,0.7147147,0.0,0.5590591,0.4774775,0.2782783,0.17267267,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47366107,0.5445192,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7597598,0.7012012,0.7647648,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,124000
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0478914,0.039728,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7342342,0.34134135,0.8293293,0.7632633,0.12562563,0.16316317,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6016016,0.7972973,0.45845845,1.0,0.0,0.0,0.0,0.0,0.7057057,0.5065065,0.35235235,0.17267267,0.0,0.45645645,0.0,0.9359359,0.7928573,1.0,0.0,0.0,1.0,1.0,1.0,0.7587588,0.0,0.0,0.45995995,0.0,0.0,0.7147147,0.0,0.16066065,0.4774775,0.7307307,0.4049049,1.0,0.6951952,0.6161161,0.0,1.0,0.0,0.0,0.0,0.0,0.8173173,0.13613613,1.0,0.5905906,0.3208208,0.5395395,0.5385385,1.0,0.6911912,0.47197196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3143143,0.35235235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,178740
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8073073,0.6530172,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7342342,0.34134135,0.45995995,0.2872873,0.527027,0.7037037,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3198198,0.9479479,0.0,1.0,0.0,0.0,0.0,0.27127126,1.0,1.0,1.0,0.7868071,0.45645645,0.0,0.5165165,0.74228925,1.0,0.0,0.0,0.18068068,1.0,1.0,0.6746747,0.0,0.0,0.35904115,0.7882883,0.0,0.22872873,0.0,0.16066065,0.4774775,0.2782783,0.17267267,1.0,0.6951952,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.36986986,0.6206206,0.26276276,0.5905906,0.6148319,0.5395395,0.5385385,1.0,0.0,0.0,0.0,0.0,0.957958,0.0,0.0,0.8338338,0.0,0.0,0.0,0.0,0.0,0.1956957,0.35235235,0.32782784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,167000
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6991992,0.5001302,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23223223,0.8653654,0.1867135,0.5245245,0.8133133,0.45545545,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8173673,0.3198198,0.45845845,0.0,1.0,0.0,0.0,0.0,0.27127126,0.5065065,0.35235235,0.34484485,0.5037835,0.45645645,0.0,0.37087086,0.17467467,1.0,0.0,0.0,1.0,1.0,1.0,0.25775775,0.7737738,0.0,0.6436436,0.0,0.0,0.22872873,0.8088088,0.5590591,0.4774775,0.7307307,0.6551552,1.0,0.9574575,0.8538539,0.0,1.0,0.0,0.0,0.0,0.0,0.0970971,0.9029029,0.26276276,0.18168168,0.23773775,0.5395395,0.5385385,1.0,0.7467467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47097096,0.35235235,0.32782784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,146500
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9114114,0.7387763,1.0,0.0,0.2002002,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9009009,0.34134135,0.9149149,0.8673674,0.077577576,0.11511511,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8379674,0.7972973,0.45845845,1.0,0.0,0.0,0.0,0.0,0.7057057,0.5065065,0.35235235,0.17267267,0.0,0.45645645,0.0,0.9732722,0.9099099,1.0,0.0,0.0,1.0,1.0,1.0,0.8780278,0.0,0.0,0.63622385,0.0,0.0,0.7147147,0.0,0.5590591,0.4774775,0.7307307,0.6551552,1.0,0.6951952,0.8538539,0.0,1.0,0.0,0.0,0.0,0.0,0.9054054,0.09209209,0.6141141,0.9349349,0.958959,0.5395395,0.5385385,1.0,0.0,0.6216216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3143143,0.35235235,0.32782784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,250000
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6591592,0.4784363,1.0,0.0,0.2002002,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4964965,0.34134135,0.6486486,0.491992,0.35035035,0.51001,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7037037,0.7972973,0.45845845,1.0,0.0,0.0,0.0,0.0,0.7057057,0.5065065,0.35235235,1.0,0.53255653,0.45645645,0.0,0.43343344,0.2922923,1.0,0.0,0.0,1.0,1.0,1.0,0.17867868,0.8583584,0.0,0.7017017,0.0,0.0,0.7147147,0.8088088,0.5590591,0.4774775,0.7307307,0.6551552,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6016016,0.3973974,0.6141141,0.5905906,0.5850851,0.5395395,0.5385385,1.0,0.6911912,0.7567568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47097096,0.35235235,0.5445445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,187000
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.29598075,0.17820765,1.0,0.0,0.2002002,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9009009,0.34134135,0.6056056,0.42692694,0.4029029,0.5830831,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7972973,0.45845845,1.0,0.0,0.0,0.0,0.0,0.7057057,0.5065065,0.8328328,1.0,0.48721367,0.9664665,0.99889404,0.0,0.8514397,1.0,0.0,0.0,0.18068068,1.0,1.0,0.8148148,0.0,0.0,0.541041,0.7882883,0.0,0.22872873,0.8088088,0.021021022,0.4774775,0.7307307,0.045545544,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.533033,0.477978,0.6141141,0.5905906,0.6301301,0.5395395,0.5385385,1.0,0.0,0.6851852,0.0,0.0,0.9386892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47097096,0.35235235,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,212000
